      Time        DX           DY       
   2.63000E+02 -9.90090E-01 -1.40436E-01
   2.63500E+02  3.33769E-01 -9.42655E-01
   2.64000E+02  9.99999E-01 -1.01388E-03
   2.64500E+02  4.46142E-01 -8.94962E-01
   2.65000E+02 -9.81503E-01 -1.91447E-01
   2.65500E+02 -9.03240E-01 -4.29135E-01
   2.66000E+02  7.61858E-01 -6.47744E-01
   2.66500E+02  9.97687E-01 -6.79809E-02
   2.67000E+02 -1.13997E-01 -9.93481E-01
   2.67500E+02 -9.99770E-01 -2.14550E-02
   2.68000E+02 -6.23083E-01 -7.82156E-01
   2.68500E+02  9.53620E-01 -3.01013E-01
   2.69000E+02  9.53709E-01 -3.00730E-01
   2.69500E+02 -6.22709E-01 -7.82454E-01
   2.70000E+02 -9.99772E-01 -2.13759E-02
   2.70500E+02 -1.14533E-01 -9.93419E-01
   2.71000E+02  9.97677E-01 -6.81216E-02
   2.71500E+02  7.62140E-01 -6.47412E-01
   2.72000E+02 -9.03088E-01 -4.29455E-01
   2.72500E+02 -9.81548E-01 -1.91215E-01
   2.73000E+02  4.45684E-01 -8.95190E-01
   2.73500E+02  1.00000E+00 -9.96728E-04
   2.74000E+02  3.34264E-01 -9.42480E-01
   2.74500E+02 -9.90061E-01 -1.40636E-01
   2.75000E+02 -8.62707E-01 -5.05704E-01
   2.75500E+02  8.22106E-01 -5.69334E-01
   2.76000E+02  9.94481E-01 -1.04915E-01
   2.76500E+02 -2.37733E-01 -9.71331E-01
   2.77000E+02 -9.99976E-01 -6.90048E-03
   2.77500E+02 -5.29602E-01 -8.48246E-01
   2.78000E+02  9.71330E-01 -2.37735E-01
   2.78500E+02  9.29105E-01 -3.69817E-01
   2.79000E+02 -7.04535E-01 -7.09670E-01
   2.79500E+02 -9.99035E-01 -4.39253E-02
   2.80000E+02  1.19135E-02 -9.99929E-01
   2.80500E+02  9.99236E-01 -3.90773E-02
   2.81000E+02  6.90077E-01 -7.23736E-01
   2.81500E+02 -9.34319E-01 -3.56439E-01
   2.82000E+02 -9.68468E-01 -2.49137E-01
   2.82500E+02  5.48024E-01 -8.36462E-01
   2.83000E+02  9.99959E-01 -9.02171E-03
   2.83500E+02  2.14827E-01 -9.76652E-01
   2.84000E+02 -9.95248E-01 -9.73774E-02
   2.84500E+02 -8.11670E-01 -5.84116E-01
   2.85000E+02  8.71092E-01 -4.91121E-01
   2.85500E+02  9.88744E-01 -1.49617E-01
   2.86000E+02 -3.55929E-01 -9.34513E-01
   2.86500E+02 -1.00000E+00 -3.86403E-04
   2.87000E+02 -4.25335E-01 -9.05036E-01
   2.87500E+02  9.83462E-01 -1.81115E-01
   2.88000E+02  8.96216E-01 -4.43619E-01
   2.88500E+02 -7.74343E-01 -6.32766E-01
   2.89000E+02 -9.97224E-01 -7.44661E-02
   2.89500E+02  1.38074E-01 -9.90422E-01
   2.90000E+02  9.99837E-01 -1.80347E-02
   2.90500E+02  6.06010E-01 -7.95457E-01
   2.91000E+02 -9.57518E-01 -2.88373E-01
   2.91500E+02 -9.49561E-01 -3.13582E-01
   2.92000E+02  6.39358E-01 -7.68910E-01
   2.92500E+02  9.99685E-01 -2.50861E-02
   2.93000E+02  9.03572E-02 -9.95909E-01
   2.93500E+02 -9.98081E-01 -6.19227E-02
   2.94000E+02 -7.49226E-01 -6.62314E-01
   2.94500E+02  9.09775E-01 -4.15102E-01
   2.95000E+02  9.79426E-01 -2.01806E-01
   2.95500E+02 -4.66144E-01 -8.84709E-01
   2.96000E+02 -9.99998E-01 -1.91453E-03
   2.96500E+02 -3.11830E-01 -9.50138E-01
   2.97000E+02  9.91286E-01 -1.31729E-01
   2.97500E+02  8.53748E-01 -5.20686E-01
   2.98000E+02 -8.32367E-01 -5.54224E-01
   2.98500E+02 -9.93605E-01 -1.12908E-01
   2.99000E+02  2.60955E-01 -9.65351E-01
   2.99500E+02  9.99987E-01 -5.02469E-03
   3.00000E+02  5.10366E-01 -8.59958E-01
   3.00500E+02 -9.74053E-01 -2.26318E-01
   3.01000E+02 -9.23470E-01 -3.83672E-01
   3.01500E+02  7.18880E-01 -6.95134E-01
   3.02000E+02  9.98790E-01 -4.91751E-02
   3.02500E+02 -3.62705E-02 -9.99342E-01
   3.03000E+02 -9.99408E-01 -3.44117E-02
   3.03500E+02 -6.74851E-01 -7.37954E-01
   3.04000E+02  9.39358E-01 -3.42939E-01
   3.04500E+02  9.65329E-01 -2.61037E-01
   3.05000E+02 -5.66461E-01 -8.24088E-01
   3.05500E+02 -9.99934E-01 -1.14846E-02
   3.06000E+02 -1.91216E-01 -9.81548E-01
   3.06500E+02  9.95946E-01 -8.99537E-02
   3.07000E+02  8.00579E-01 -5.99227E-01
   3.07500E+02 -8.79290E-01 -4.76288E-01
   3.08000E+02 -9.87267E-01 -1.59074E-01
   3.08500E+02  3.77793E-01 -9.25890E-01
   3.09000E+02  1.00000E+00 -5.58432E-05
   3.09500E+02  4.04184E-01 -9.14678E-01
   3.10000E+02 -9.85262E-01 -1.71050E-01
   3.10500E+02 -8.88837E-01 -4.58224E-01
   3.11000E+02  7.86391E-01 -6.17729E-01
   3.11500E+02  9.96694E-01 -8.12433E-02
   3.12000E+02 -1.62029E-01 -9.86786E-01
   3.12500E+02 -9.99889E-01 -1.49110E-02
   3.13000E+02 -5.88508E-01 -8.08491E-01
   3.13500E+02  9.61171E-01 -2.75955E-01
   3.14000E+02  9.45148E-01 -3.26643E-01
   3.14500E+02 -6.55568E-01 -7.55136E-01
   3.15000E+02 -9.99577E-01 -2.90927E-02
   3.15500E+02 -6.61014E-02 -9.97813E-01
   3.16000E+02  9.98430E-01 -5.60172E-02
   3.16500E+02  7.35870E-01 -6.77123E-01
   3.17000E+02 -9.16126E-01 -4.00892E-01
   3.17500E+02 -9.77127E-01 -2.12657E-01
   3.18000E+02  4.86237E-01 -8.73827E-01
   3.18500E+02  9.99995E-01 -3.12923E-03
   3.19000E+02  2.89132E-01 -9.57289E-01
   3.19500E+02 -9.92394E-01 -1.23102E-01
   3.20000E+02 -8.44393E-01 -5.35724E-01
   3.20500E+02  8.42217E-01 -5.39138E-01
   3.21000E+02  9.92630E-01 -1.21187E-01
   3.21500E+02 -2.83953E-01 -9.58838E-01
   3.22000E+02 -9.99994E-01 -3.44579E-03
   3.22500E+02 -4.90739E-01 -8.71307E-01
   3.23000E+02  9.76580E-01 -2.15152E-01
   3.23500E+02  9.17519E-01 -3.97692E-01
   3.24000E+02 -7.32781E-01 -6.80464E-01
   3.24500E+02 -9.98502E-01 -5.47197E-02
   3.25000E+02  6.05953E-02 -9.98162E-01
   3.25500E+02  9.99549E-01 -3.00419E-02
   3.26000E+02  6.59181E-01 -7.51984E-01
   3.26500E+02 -9.44110E-01 -3.29632E-01
   3.27000E+02 -9.61965E-01 -2.73173E-01
   3.27500E+02  5.84482E-01 -8.11406E-01
   3.28000E+02  9.99899E-01 -1.42443E-02
   3.28500E+02  1.67439E-01 -9.85882E-01
   3.29000E+02 -9.96565E-01 -8.28197E-02
   3.29500E+02 -7.89061E-01 -6.14314E-01
   3.30000E+02  8.87114E-01 -4.61550E-01
   3.30500E+02  9.85649E-01 -1.68806E-01
   3.31000E+02 -3.99345E-01 -9.16801E-01
   3.31500E+02 -1.00000E+00 -2.21979E-05
   3.32000E+02 -3.82705E-01 -9.23871E-01
   3.32500E+02  9.86913E-01 -1.61256E-01
   3.33000E+02  8.81095E-01 -4.72939E-01
   3.33500E+02 -7.98007E-01 -6.02649E-01
   3.34000E+02 -9.96093E-01 -8.83115E-02
   3.34500E+02  1.85842E-01 -9.82580E-01
   3.35000E+02  9.99927E-01 -1.20841E-02
   3.35500E+02  5.70582E-01 -8.21241E-01
   3.36000E+02 -9.64587E-01 -2.63767E-01
   3.36500E+02 -9.40459E-01 -3.39906E-01
   3.37000E+02  6.71338E-01 -7.41151E-01
   3.37500E+02  9.99442E-01 -3.33954E-02
   3.38000E+02  4.17869E-02 -9.99127E-01
   3.38500E+02 -9.98729E-01 -5.04059E-02
   3.39000E+02 -7.22070E-01 -6.91820E-01
   3.39500E+02  9.22149E-01 -3.86835E-01
   3.40000E+02  9.74643E-01 -2.23765E-01
   3.40500E+02 -5.05951E-01 -8.62562E-01
   3.41000E+02 -9.99989E-01 -4.64085E-03
   3.41500E+02 -2.66187E-01 -9.63921E-01
   3.42000E+02  9.93393E-01 -1.14759E-01
   3.42500E+02  8.34636E-01 -5.50803E-01
   3.43000E+02 -8.51663E-01 -5.24090E-01
   3.43500E+02 -9.91547E-01 -1.29749E-01
   3.44000E+02  3.06708E-01 -9.51804E-01
   3.44500E+02  9.99998E-01 -2.16380E-03
   3.45000E+02  4.70731E-01 -8.82277E-01
   3.45500E+02 -9.78920E-01 -2.04242E-01
   3.46000E+02 -9.11243E-01 -4.11868E-01
   3.46500E+02  7.46238E-01 -6.65679E-01
   3.47000E+02  9.98165E-01 -6.05586E-02
   3.47500E+02 -8.48663E-02 -9.96392E-01
   3.48000E+02 -9.99663E-01 -2.59681E-02
   3.48500E+02 -6.43070E-01 -7.65807E-01
   3.49000E+02  9.48584E-01 -3.16524E-01
   3.49500E+02  9.58367E-01 -2.85539E-01
   3.50000E+02 -6.02081E-01 -7.98435E-01
   3.50500E+02 -9.99850E-01 -1.73008E-02
   3.51000E+02 -1.43514E-01 -9.89648E-01
   3.51500E+02  9.97110E-01 -7.59765E-02
   3.52000E+02  7.77112E-01 -6.29363E-01
   3.52500E+02 -8.94575E-01 -4.46919E-01
   3.53000E+02 -9.83884E-01 -1.78810E-01
   3.53500E+02  4.20571E-01 -9.07260E-01
   3.54000E+02  1.00000E+00 -2.85467E-04
   3.54500E+02  3.60910E-01 -9.32601E-01
   3.55000E+02 -9.88421E-01 -1.51736E-01
   3.55500E+02 -8.72983E-01 -4.87751E-01
   3.56000E+02  8.09194E-01 -5.87542E-01
   3.56500E+02  9.95413E-01 -9.56697E-02
   3.57000E+02 -2.09492E-01 -9.77810E-01
   3.57500E+02 -9.99954E-01 -9.55387E-03
   3.58000E+02 -5.52239E-01 -8.33686E-01
   3.58500E+02  9.67776E-01 -2.51813E-01
   3.59000E+02  9.35486E-01 -3.53363E-01
   3.59500E+02 -6.86665E-01 -7.26974E-01
   3.60000E+02 -9.99278E-01 -3.79940E-02
   3.60500E+02 -1.74353E-02 -9.99848E-01
   3.61000E+02  9.98983E-01 -4.50892E-02
   3.61500E+02  7.07825E-01 -7.06388E-01
   3.62000E+02 -9.27855E-01 -3.72942E-01
   3.62500E+02 -9.71965E-01 -2.35126E-01
   3.63000E+02  5.25277E-01 -8.50931E-01
   3.63500E+02  9.99979E-01 -6.44935E-03
   3.64000E+02  2.43014E-01 -9.70023E-01
   3.64500E+02 -9.94291E-01 -1.06702E-01
   3.65000E+02 -8.24468E-01 -5.65908E-01
   3.65500E+02  8.60711E-01 -5.09094E-01
   3.66000E+02  9.90349E-01 -1.38593E-01
   3.66500E+02 -3.29203E-01 -9.44259E-01
   3.67000E+02 -9.99999E-01 -1.17871E-03
   3.67500E+02 -4.50353E-01 -8.92851E-01
   3.68000E+02  9.81082E-01 -1.93592E-01
   3.68500E+02  9.04633E-01 -4.26190E-01
   3.69000E+02 -7.59252E-01 -6.50797E-01
   3.69500E+02 -9.97774E-01 -6.66910E-02
   3.70000E+02  1.09062E-01 -9.94035E-01
   3.70500E+02  9.99754E-01 -2.21907E-02
   3.71000E+02  6.26520E-01 -7.79405E-01
   3.71500E+02 -9.52792E-01 -3.03624E-01
   3.72000E+02 -9.54525E-01 -2.98129E-01
   3.72500E+02  6.19252E-01 -7.85192E-01
   3.73000E+02  9.99787E-01 -2.06539E-02
   3.73500E+02  1.19463E-01 -9.92839E-01
   3.74000E+02 -9.97587E-01 -6.94250E-02
   3.74500E+02 -7.64726E-01 -6.44355E-01
   3.75000E+02  9.01679E-01 -4.32407E-01
   3.75500E+02  9.81961E-01 -1.89082E-01
   3.76000E+02 -4.41457E-01 -8.97282E-01
   3.76500E+02 -1.00000E+00 -8.45650E-04
   3.77000E+02 -3.38816E-01 -9.40853E-01
   3.77500E+02  9.89796E-01 -1.42492E-01
   3.78000E+02  8.64491E-01 -5.02649E-01
   3.78500E+02 -8.19958E-01 -5.72424E-01
   3.79000E+02 -9.94649E-01 -1.03317E-01
   3.79500E+02  2.32959E-01 -9.72487E-01
   3.80000E+02  9.99973E-01 -7.32052E-03
   3.80500E+02  5.33485E-01 -8.45809E-01
   3.81000E+02 -9.70748E-01 -2.40100E-01
   3.81500E+02 -9.30219E-01 -3.67006E-01
   3.82000E+02  7.01547E-01 -7.12623E-01
   3.82500E+02  9.99080E-01 -4.28883E-02
   3.83000E+02 -6.93191E-03 -9.99976E-01
   3.83500E+02 -9.99197E-01 -4.00676E-02
   3.84000E+02 -6.93135E-01 -7.20808E-01
   3.84500E+02  9.33252E-01 -3.59222E-01
   3.85000E+02  9.69083E-01 -2.46734E-01
   3.85500E+02 -5.44205E-01 -8.38953E-01
   3.86000E+02 -9.99963E-01 -8.55474E-03
   3.86500E+02 -2.19631E-01 -9.75583E-01
   3.87000E+02  9.95094E-01 -9.89307E-02
   3.87500E+02  8.13885E-01 -5.81025E-01
   3.88000E+02 -8.69369E-01 -4.94164E-01
   3.88500E+02 -9.89030E-01 -1.47717E-01
   3.89000E+02  3.51422E-01 -9.36217E-01
   3.89500E+02  1.00000E+00 -4.90537E-04
   3.90000E+02  4.29617E-01 -9.03011E-01
   3.90500E+02 -9.83075E-01 -1.83205E-01
   3.91000E+02 -8.97680E-01 -4.40648E-01
   3.91500E+02  7.71826E-01 -6.35833E-01
   3.92000E+02  9.97323E-01 -7.31165E-02
   3.92500E+02 -1.33161E-01 -9.91094E-01
   3.93000E+02 -9.99825E-01 -1.87098E-02
   3.93500E+02 -6.09536E-01 -7.92759E-01
   3.94000E+02  9.56742E-01 -2.90939E-01
   3.94500E+02  9.50430E-01 -3.10938E-01
   3.95000E+02 -6.35989E-01 -7.71698E-01
   3.95500E+02 -9.99705E-01 -2.43035E-02
   3.96000E+02 -9.53068E-02 -9.95448E-01
   3.96500E+02  9.98003E-01 -6.31661E-02
   3.97000E+02  7.51902E-01 -6.59275E-01
   3.97500E+02 -9.08436E-01 -4.18025E-01
   3.98000E+02 -9.79874E-01 -1.99619E-01
   3.98500E+02  4.61991E-01 -8.86885E-01
   3.99000E+02  9.99999E-01 -1.70275E-03
   3.99500E+02  3.16438E-01 -9.48613E-01
   4.00000E+02 -9.91045E-01 -1.33527E-01
   4.00500E+02 -8.55612E-01 -5.17618E-01
   4.01000E+02  8.30303E-01 -5.57312E-01
   4.01500E+02  9.93792E-01 -1.11251E-01
   4.02000E+02 -2.56225E-01 -9.66617E-01
   4.02500E+02 -9.99986E-01 -5.38404E-03
   4.03000E+02 -5.14330E-01 -8.57592E-01
   4.03500E+02  9.73513E-01 -2.28632E-01
   4.04000E+02  9.24647E-01 -3.80826E-01
   4.04500E+02 -7.15984E-01 -6.98117E-01
   4.05000E+02 -9.98844E-01 -4.80778E-02
   4.05500E+02  3.12929E-02 -9.99510E-01
   4.06000E+02  9.99375E-01 -3.53415E-02
   4.06500E+02  6.77999E-01 -7.35062E-01
   4.07000E+02 -9.38351E-01 -3.45684E-01
   4.07500E+02 -9.65989E-01 -2.58585E-01
   4.08000E+02  5.62726E-01 -8.26644E-01
   4.08500E+02  9.99940E-01 -1.09570E-02
   4.09000E+02  1.96057E-01 -9.80592E-01
   4.09500E+02 -9.95810E-01 -9.14479E-02
   4.10000E+02 -8.02881E-01 -5.96139E-01
   4.10500E+02  8.77644E-01 -4.79313E-01
   4.11000E+02  9.87580E-01 -1.57118E-01
   4.11500E+02 -3.73348E-01 -9.27692E-01
   4.12000E+02 -1.00000E+00 -9.92767E-05
   4.12500E+02 -4.08536E-01 -9.12742E-01
   4.13000E+02  9.84907E-01 -1.73086E-01
   4.13500E+02  8.90375E-01 -4.55229E-01
   4.14000E+02 -7.83963E-01 -6.20807E-01
   4.14500E+02 -9.96808E-01 -7.98341E-02
   4.15000E+02  1.57143E-01 -9.87576E-01
   4.15500E+02  9.99879E-01 -1.55255E-02
   4.16000E+02  5.92121E-01 -8.05849E-01
   4.16500E+02 -9.60443E-01 -2.78475E-01
   4.17000E+02 -9.46072E-01 -3.23956E-01
   4.17500E+02  6.52290E-01 -7.57970E-01
   4.18000E+02  9.99601E-01 -2.82495E-02
   4.18500E+02  7.10657E-02 -9.97472E-01
   4.19000E+02 -9.98363E-01 -5.72006E-02
   4.19500E+02 -7.38636E-01 -6.74104E-01
   4.20000E+02  9.14854E-01 -4.03785E-01
   4.20500E+02  9.77612E-01 -2.10418E-01
   4.21000E+02 -4.82160E-01 -8.76083E-01
   4.21500E+02 -9.99996E-01 -2.85675E-03
   4.22000E+02 -2.93793E-01 -9.55869E-01
   4.22500E+02  9.92177E-01 -1.24843E-01
   4.23000E+02  8.46338E-01 -5.32646E-01
   4.23500E+02 -8.40237E-01 -5.42220E-01
   4.24000E+02 -9.92838E-01 -1.19471E-01
   4.24500E+02  2.79270E-01 -9.60213E-01
   4.25000E+02  9.99993E-01 -3.74444E-03
   4.25500E+02  4.94782E-01 -8.69017E-01
   4.26000E+02 -9.76079E-01 -2.17415E-01
   4.26500E+02 -9.18762E-01 -3.94813E-01
   4.27000E+02  7.29975E-01 -6.83473E-01
   4.27500E+02  9.98565E-01 -5.35622E-02
   4.28000E+02 -5.56261E-02 -9.98452E-01
   4.28500E+02 -9.99522E-01 -3.09111E-02
   4.29000E+02 -6.62420E-01 -7.49132E-01
   4.29500E+02  9.43161E-01 -3.32336E-01
   4.30000E+02  9.62671E-01 -2.70673E-01
   4.30500E+02 -5.80832E-01 -8.14023E-01
   4.31000E+02 -9.99907E-01 -1.36560E-02
   4.31500E+02 -1.72313E-01 -9.85042E-01
   4.32000E+02  9.96444E-01 -8.42546E-02
   4.32500E+02  7.91451E-01 -6.11232E-01
   4.33000E+02 -8.85545E-01 -4.64554E-01
   4.33500E+02 -9.85992E-01 -1.66795E-01
   4.34000E+02  3.94965E-01 -9.18696E-01
   4.34500E+02  1.00000E+00 -4.93073E-06
   4.35000E+02  3.87122E-01 -9.22028E-01
   4.35500E+02 -9.86587E-01 -1.63236E-01
   4.36000E+02 -8.82708E-01 -4.69922E-01
   4.36500E+02  7.95667E-01 -6.05734E-01
   4.37000E+02  9.96222E-01 -8.68429E-02
   4.37500E+02 -1.80986E-01 -9.83486E-01
   4.38000E+02 -9.99920E-01 -1.26379E-02
   4.38500E+02 -5.74281E-01 -8.18658E-01
   4.39000E+02  9.63907E-01 -2.66239E-01
   4.39500E+02  9.41441E-01 -3.37179E-01
   4.40000E+02 -6.68150E-01 -7.44027E-01
   4.40500E+02 -9.99472E-01 -3.24917E-02
   4.41000E+02 -4.67615E-02 -9.98906E-01
   4.41500E+02  9.98671E-01 -5.15291E-02
   4.42000E+02  7.24927E-01 -6.88826E-01
   4.42500E+02 -9.20944E-01 -3.89696E-01
   4.43000E+02 -9.75166E-01 -2.21474E-01
   4.43500E+02  5.01952E-01 -8.64895E-01
   4.44000E+02  9.99991E-01 -4.30767E-03
   4.44500E+02  2.70897E-01 -9.62608E-01
   4.45000E+02 -9.93198E-01 -1.16442E-01
   4.45500E+02 -8.36663E-01 -5.47717E-01
   4.46000E+02  8.49765E-01 -5.27162E-01
   4.46500E+02  9.91777E-01 -1.27975E-01
   4.47000E+02 -3.02076E-01 -9.53284E-01
   4.47500E+02 -9.99997E-01 -2.40174E-03
   4.48000E+02 -4.74851E-01 -8.80066E-01
   4.48500E+02  9.78457E-01 -2.06452E-01
   4.49000E+02  9.12553E-01 -4.08958E-01
   4.49500E+02 -7.43523E-01 -6.68711E-01
   4.50000E+02 -9.98238E-01 -5.93410E-02
   4.50500E+02  7.99098E-02 -9.96802E-01
   4.51000E+02  9.99641E-01 -2.67769E-02
   4.51500E+02  6.46399E-01 -7.62999E-01
   4.52000E+02 -9.47692E-01 -3.19187E-01
   4.52500E+02 -9.59122E-01 -2.82992E-01
   4.53000E+02  5.98518E-01 -8.01109E-01
   4.53500E+02  9.99861E-01 -1.66518E-02
   4.54000E+02  1.48416E-01 -9.88925E-01
   4.54500E+02 -9.97004E-01 -7.73518E-02
   4.55000E+02 -7.79590E-01 -6.26290E-01
   4.55500E+02  8.93079E-01 -4.49900E-01
   4.56000E+02  9.84257E-01 -1.76743E-01
   4.56500E+02 -4.16259E-01 -9.09246E-01
   4.57000E+02 -1.00000E+00 -2.07499E-04
   4.57500E+02 -3.65391E-01 -9.30854E-01
   4.58000E+02  9.88124E-01 -1.53660E-01
   4.58500E+02  8.74672E-01 -4.84716E-01
   4.59000E+02 -8.06941E-01 -5.90632E-01
   4.59500E+02 -9.95559E-01 -9.41418E-02
   4.60000E+02  2.04671E-01 -9.78831E-01
   4.60500E+02  9.99950E-01 -1.00470E-02
   4.61000E+02  5.56022E-01 -8.31167E-01
   4.61500E+02 -9.67142E-01 -2.54237E-01
   4.62000E+02 -9.36526E-01 -3.50597E-01
   4.62500E+02  6.83568E-01 -7.29887E-01
   4.63000E+02  9.99314E-01 -3.70298E-02
   4.63500E+02  2.24157E-02 -9.99749E-01
   4.64000E+02 -9.98934E-01 -4.61521E-02
   4.64500E+02 -7.10773E-01 -7.03421E-01
   4.65000E+02  9.26714E-01 -3.75769E-01
   4.65500E+02  9.72529E-01 -2.32783E-01
   4.66000E+02 -5.21358E-01 -8.53338E-01
   4.66500E+02 -9.99982E-01 -6.05548E-03
   4.67000E+02 -2.47769E-01 -9.68819E-01
   4.67500E+02  9.94115E-01 -1.08326E-01
   4.68000E+02  8.26580E-01 -5.62819E-01
   4.68500E+02 -8.58893E-01 -5.12154E-01
   4.69000E+02 -9.90604E-01 -1.36762E-01
   4.69500E+02  3.24626E-01 -9.45842E-01
   4.70000E+02  9.99999E-01 -1.35596E-03
   4.70500E+02  4.54548E-01 -8.90722E-01
   4.71000E+02 -9.80654E-01 -1.95748E-01
   4.71500E+02 -9.06012E-01 -4.23251E-01
   4.72000E+02  7.56627E-01 -6.53846E-01
   4.72500E+02  9.97858E-01 -6.54135E-02
   4.73000E+02 -1.04123E-01 -9.94564E-01
   4.73500E+02 -9.99737E-01 -2.29389E-02
   4.74000E+02 -6.29939E-01 -7.76644E-01
   4.74500E+02  9.51953E-01 -3.06244E-01
   4.75000E+02  9.55331E-01 -2.95537E-01
   4.75500E+02 -6.15777E-01 -7.87921E-01
   4.76000E+02 -9.99801E-01 -1.99442E-02
   4.76500E+02 -1.24390E-01 -9.92233E-01
   4.77000E+02  9.97495E-01 -7.07406E-02
   4.77500E+02  7.67294E-01 -6.41296E-01
   4.78000E+02 -9.00255E-01 -4.35363E-01
   4.78500E+02 -9.82367E-01 -1.86961E-01
   4.79000E+02  4.37216E-01 -8.99357E-01
   4.79500E+02  1.00000E+00 -7.06981E-04
   4.80000E+02  3.43357E-01 -9.39205E-01
   4.80500E+02 -9.89525E-01 -1.44359E-01
   4.81000E+02 -8.66258E-01 -4.99597E-01
   4.81500E+02  8.17791E-01 -5.75515E-01
   4.82000E+02  9.94812E-01 -1.01730E-01
   4.82500E+02 -2.28177E-01 -9.73620E-01
   4.83000E+02 -9.99970E-01 -7.75296E-03
   4.83500E+02 -5.37352E-01 -8.43358E-01
   4.84000E+02  9.70158E-01 -2.42474E-01
   4.84500E+02  9.31320E-01 -3.64202E-01
   4.85000E+02 -6.98541E-01 -7.15570E-01
   4.85500E+02 -9.99123E-01 -4.18637E-02
   4.86000E+02  1.95011E-03 -9.99998E-01
   4.86500E+02  9.99156E-01 -4.10702E-02
   4.87000E+02  6.96174E-01 -7.17873E-01
   4.87500E+02 -9.32173E-01 -3.62012E-01
   4.88000E+02 -9.69689E-01 -2.44341E-01
   4.88500E+02  5.40368E-01 -8.41429E-01
   4.89000E+02  9.99967E-01 -8.10017E-03
   4.89500E+02  2.24428E-01 -9.74491E-01
   4.90000E+02 -9.94937E-01 -1.00496E-01
   4.90500E+02 -8.16083E-01 -5.77935E-01
   4.91000E+02  8.67630E-01 -4.97210E-01
   4.91500E+02  9.89310E-01 -1.45829E-01
   4.92000E+02 -3.46903E-01 -9.37901E-01
   4.92500E+02 -1.00000E+00 -6.07081E-04
   4.93000E+02 -4.33885E-01 -9.00968E-01
   4.93500E+02  9.82681E-01 -1.85307E-01
   4.94000E+02  8.99130E-01 -4.37682E-01
   4.94500E+02 -7.69291E-01 -6.38898E-01
   4.95000E+02 -9.97421E-01 -7.17791E-02
   4.95500E+02  1.28243E-01 -9.91743E-01
   4.96000E+02  9.99812E-01 -1.93973E-02
   4.96500E+02  6.13043E-01 -7.90049E-01
   4.97000E+02 -9.55955E-01 -2.93515E-01
   4.97500E+02 -9.51289E-01 -3.08302E-01
   4.98000E+02  6.32603E-01 -7.74476E-01
   4.98500E+02  9.99723E-01 -2.35332E-02
   4.99000E+02  1.00253E-01 -9.94962E-01
   4.99500E+02 -9.97923E-01 -6.44219E-02
   5.00000E+02 -7.54560E-01 -6.56231E-01
   5.00500E+02  9.07082E-01 -4.20954E-01
   5.01000E+02  9.80314E-01 -1.97444E-01
   5.01500E+02 -4.57822E-01 -8.89044E-01
   5.02000E+02 -9.99999E-01 -1.50338E-03
   5.02500E+02 -3.21035E-01 -9.47067E-01
   5.03000E+02  9.90800E-01 -1.35337E-01
   5.03500E+02  8.57459E-01 -5.14553E-01
   5.04000E+02 -8.28222E-01 -5.60400E-01
   5.04500E+02 -9.93975E-01 -1.09606E-01
   5.05000E+02  2.51486E-01 -9.67861E-01
   5.05500E+02  9.99983E-01 -5.75578E-03
   5.06000E+02  5.18279E-01 -8.55212E-01
   5.06500E+02 -9.72964E-01 -2.30956E-01
   5.07000E+02 -9.25811E-01 -3.77986E-01
   5.07500E+02  7.13069E-01 -7.01094E-01
   5.08000E+02  9.98895E-01 -4.69929E-02
   5.08500E+02 -2.63141E-02 -9.99654E-01
   5.09000E+02 -9.99342E-01 -3.62836E-02
   5.09500E+02 -6.81130E-01 -7.32163E-01
   5.10000E+02  9.37332E-01 -3.48436E-01
   5.10500E+02  9.66639E-01 -2.56142E-01
   5.11000E+02 -5.58973E-01 -8.29186E-01
   5.11500E+02 -9.99945E-01 -1.04417E-02
   5.12000E+02 -2.00891E-01 -9.79614E-01
   5.12500E+02  9.95670E-01 -9.29542E-02
   5.13000E+02  8.05166E-01 -5.93050E-01
   5.13500E+02 -8.75983E-01 -4.82342E-01
   5.14000E+02 -9.87887E-01 -1.55174E-01
   5.14500E+02  3.68890E-01 -9.29473E-01
   5.15000E+02  1.00000E+00 -1.55120E-04
   5.15500E+02  4.12873E-01 -9.10789E-01
   5.16000E+02 -9.84545E-01 -1.75133E-01
   5.16500E+02 -8.91897E-01 -4.52238E-01
   5.17000E+02  7.81517E-01 -6.23883E-01
   5.17500E+02  9.96919E-01 -7.84370E-02
   5.18000E+02 -1.52250E-01 -9.88342E-01
   5.18500E+02 -9.99870E-01 -1.61524E-02
   5.19000E+02 -5.95716E-01 -8.03195E-01
   5.19500E+02  9.59706E-01 -2.81005E-01
   5.20000E+02  9.46985E-01 -3.21278E-01
   5.20500E+02 -6.48993E-01 -7.60794E-01
   5.21000E+02 -9.99624E-01 -2.74187E-02
   5.21500E+02 -7.60274E-02 -9.97106E-01
   5.22000E+02  9.98293E-01 -5.83963E-02
   5.22500E+02  7.41384E-01 -6.71081E-01
   5.23000E+02 -9.13569E-01 -4.06684E-01
   5.23500E+02 -9.78089E-01 -2.08189E-01
   5.24000E+02  4.78067E-01 -8.78324E-01
   5.24500E+02  9.99997E-01 -2.59669E-03
   5.25000E+02  2.98443E-01 -9.54427E-01
   5.25500E+02 -9.91954E-01 -1.26595E-01
   5.26000E+02 -8.48267E-01 -5.29569E-01
